Дата	Номер	Контрагент	Сумма	ПП создано	Статус оплаты	Оплата	Поступление	Дата входящего документа	Номер входящего документа	Комментарий	Номенклатура	Количество	Номенклатура.Единица	Цена	Сумма	% НДС	НДС	Всего	Доп информация
25.05.2023 16:18:55	0000-000379	Пластик-Север ООО	8 219,00	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	7869	177	Штуцер под шланг внутр, резьба 3/4"х20 мм, латунь без покрытия	2,000	шт	117,50	235,00	20%	47,00	282	
25.05.2023 16:18:55	0000-000379	Пластик-Север ООО	8 219,00	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	7869	177	Штуцер под шланг нар. резьба 3/4"х20 мм, латунь без покрытия	2,000	шт	110,84	221,67	20%	44,33	266	
25.05.2023 16:24:38	0000-000380	Пластик-Север ООО	3 345,00	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	7863	177	Паронит листовой 4мм ПОН-Б, 1000x750мм, ГОСТ 481-80 БАТИ	3,000	шт	929,17	2 787,50	20%	557,50	3 345	
25.05.2023 17:21:15	0000-000381	ЭКС ООО	42 728,95	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	Р23-15451	181,217,218,219,174,178	Провод ПВС 3x0.75 Б (бухта) (м)	50,000	м	29,71	1 485,33	0%		1 485,33	
25.05.2023 17:21:15	0000-000381	ЭКС ООО	42 728,95	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	Р23-15451	181,217,218,219,174,178	Провод ПВС 3x1 .5 Б (бухта) (м) по 50 метров	200,000	м	54,88	10 976,30	0%		10 976,3	
25.05.2023 17:21:15	0000-000381	ЭКС ООО	42 728,95	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	Р23-15451	181,217,218,219,174,178	Провод ПВС 3x2.5 (бухта) (м)	50,000	м	88,52	4 426,05	0%		4 426,05	
25.05.2023 17:21:15	0000-000381	ЭКС ООО	42 728,95	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	Р23-15451	181,217,218,219,174,178	Провод ПуГВ 1x6 450/750В Ж/3 (бухта) (м) по 15 метров	60,000	м	64,16	3 849,78	0%		3 849,78	
25.05.2023 17:21:15	0000-000381	ЭКС ООО	42 728,95	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	Р23-15451	181,217,218,219,174,178	Труба гофрированная ПНД безгалогенная (HF) черная с/з д16 (100м/5500м уп/пал) | PR. 021651 | Строите	200,000	м	9,08	1 816,00	0%		1 816	
25.05.2023 17:21:15	0000-000381	ЭКС ООО	42 728,95	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	Р23-15451	181,217,218,219,174,178	Труба гофрированная ПНД безгалогенная (HF) черная с/з д20 (100м/4800м уп/пал) | PR. 022051 | Строите	200,000	м	11,89	2 378,00	0%		2 378	
25.05.2023 17:21:15	0000-000381	ЭКС ООО	42 728,95	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	Р23-15451	181,217,218,219,174,178	Труба ПВХ гофрир. d 25 легкая с прот. (50 м/уп)	100,000	м	18,23	1 823,00	0%		1 823	
25.05.2023 17:21:15	0000-000381	ЭКС ООО	42 728,95	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	Р23-15451	181,217,218,219,174,178	Хомут кабельный 4.8x400 нейл. черн. (уп.100шт) Rexant 07-0401	10,000		266,64	2 666,40	0%		2 666,4	
25.05.2023 17:21:16	0000-000382	ООО "САНТЕХКОМПЛЕКТ"	4 904,16	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	15017776/SA	181,217,218,219,174,178	Муфта PP-R сер Дн50 VALFEX 10113050Г	2,000	шт	22,00	44,00	20%	8,80	52,8	
25.05.2023 17:21:16	0000-000382	ООО "САНТЕХКОМПЛЕКТ"	4 904,16	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	15017776/SA	181,217,218,219,174,178	Муфта ПЭ компресс Дн20 ТПК-АКВА 50010020	12,000	шт	28,40	340,80	20%	68,16	408,96	
25.05.2023 17:21:16	0000-000382	ООО "САНТЕХКОМПЛЕКТ"	4 904,16	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	15017776/SA	181,217,218,219,174,178	Муфта ПЭ компресс Дн20х3/4" HP ТПК-АКВА 53002034	10,000	шт	16,30	163,00	20%	32,60	195,6	
25.05.2023 17:21:16	0000-000382	ООО "САНТЕХКОМПЛЕКТ"	4 904,16	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	15017776/SA	181,217,218,219,174,178	Отвод ПЭ компресс Дн32х3/4"х90гр ВР Ру16 РосТурПласт 11546	10,000	шт	46,30	463,00	20%	92,60	555,6	
25.05.2023 17:21:16	0000-000382	ООО "САНТЕХКОМПЛЕКТ"	4 904,16	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	15017776/SA	181,217,218,219,174,178	Труба PP-R бел арм алюм Дн25х4,2 Ру25 SDR6 900 2м VALFEX 101040252 ..	4,000	шт	140,40	561,60	20%	112,32	673,92	
25.05.2023 17:21:16	0000-000382	ООО "САНТЕХКОМПЛЕКТ"	4 904,16	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	15017776/SA	181,217,218,219,174,178	Труба PP-R сер арм алюм Дн50х8,3 Ру25 SDR6 900 4м VALFEX 10104050Г .	2,000	шт	1 167,50	2 335,00	20%	467,00	2 802	
25.05.2023 17:21:16	0000-000382	ООО "САНТЕХКОМПЛЕКТ"	4 904,16	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	15017776/SA	181,217,218,219,174,178	Угольник PP-R сер Дн50х45гр VALFEX 10107050Г	6,000	шт	29,90	179,40	20%	35,88	215,28	
25.05.2023 17:21:17	0000-000383	ООО "СК СТРОЙГРУПП"	8 380,00	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	3393	181,217,218,219,174,178	Резка	1,000	шт	333,33	333,33	20%	66,67	400	
25.05.2023 17:21:17	0000-000383	ООО "СК СТРОЙГРУПП"	8 380,00	Нет	Не оплачен	Не оплачен	Не получен	25.05.2023	3393	181,217,218,219,174,178	Труба ПНД гофрированная с раструбом SN8 315/271*6000	6,000	м	1 108,33	6 650,00	20%	1 330,00	7 980	
26.05.2023 16:34:51	0000-000384	ООО "АЛЬФА АРС МЕТИЗЫ"	6 922,85	Нет	Не оплачен	Не оплачен	Не получен	26.05.2023	7140	181,217,218,219,174,178	Болт DIN 933 12х 50 цинк кор. 5 кг Крепыши	10,000	кг	123,47	1 234,67	20%	246,93	1 481,6	
26.05.2023 16:34:51	0000-000384	ООО "АЛЬФА АРС МЕТИЗЫ"	6 922,85	Нет	Не оплачен	Не оплачен	Не получен	26.05.2023	7140	181,217,218,219,174,178	Болт DIN 933 8х 50 цинк кор. 5 кг Крепыши	5,000	кг	124,71	623,54	20%	124,71	748,25	
26.05.2023 16:34:51	0000-000384	ООО "АЛЬФА АРС МЕТИЗЫ"	6 922,85	Нет	Не оплачен	Не оплачен	Не получен	26.05.2023	7140	181,217,218,219,174,178	Карабин пожарный 8мм DIN 5299С (20шт) Alfa Fix	100,000	шт	20,19	2 019,17	20%	403,83	2 423	
26.05.2023 16:34:51	0000-000384	ООО "АЛЬФА АРС МЕТИЗЫ"	6 922,85	Нет	Не оплачен	Не оплачен	Не получен	26.05.2023	7140	181,217,218,219,174,178	Крепежный угол усиленный KUU- 90x65 ( 50шт.)	50,000	шт	14,18	709,17	20%	141,83	851	
26.05.2023 16:34:51	0000-000384	ООО "АЛЬФА АРС МЕТИЗЫ"	6 922,85	Нет	Не оплачен	Не оплачен	Не получен	26.05.2023	7140	181,217,218,219,174,178	Круг зачистной по металлу 125x6,0x22,23 KETZU Standart (металл) (5 шт)	10,000	шт	59,92	599,17	20%	119,83	719	
26.05.2023 16:34:51	0000-000384	ООО "АЛЬФА АРС МЕТИЗЫ"	6 922,85	Нет	Не оплачен	Не оплачен	Не получен	26.05.2023	7140	181,217,218,219,174,178	Рым-гайка DIN 582 М 10 оц. (10 шт) Alfa Fix	20,000	шт	29,17	583,33	20%	116,67	700	
26.05.2023 17:27:52	0000-000385	ООО "ГИЦ ПВ"	27 120,00	Нет	Не оплачен	Не оплачен	Не получен	26.05.2023	2365	1	Проведение исследований пробы сточных вод	4,000	шт	5 650,00	22 600,00	20%	4 520,00	27 120	
29.05.2023 12:00:00	0000-000388	Пластик-Север ООО	270,00	Нет	Не оплачен	Не оплачен	Не получен	29.05.2023	7998	177	Футорка резьбовая ПВХ 1 1/2"х1 1/4" НРхВР, Hidroten, Испания 1002476	2,000	шт	85,84	171,67	20%	34,33	206	
29.05.2023 12:00:00	0000-000388	Пластик-Север ООО	270,00	Нет	Не оплачен	Не оплачен	Не получен	29.05.2023	7998	177	Хомут 16-25мм (нержавеющая сталь)	4,000	шт	13,33	53,33	20%	10,67	64	
30.05.2023 12:00:00	0000-000386	ООО "РИО"	3 370 000,00	Нет	Не оплачен	Не оплачен	Не получен	30.05.2023	77	225	Установка очистки поверхностных сточных вод в едином корпусе ссорбционным блоком ЛОС-РИО-100-СФ, про	1,000	шт	2 808 333,33	2 808 333,33	20%	561 666,67	3 370 000	
30.05.2023 12:00:01	0000-000387	ЗАО "МПО ЭЛЕКТРОМОНТАЖ"	15 715,14	Нет	Не оплачен	Не оплачен	Не получен	30.05.2023	4Ц547226	181,217,218,219,174,178	Электротехническая продукция	17,000	шт	770,35	13 095,95	20%	2 619,19	15 715,14	
31.05.2023 16:26:44	0000-000389	ООО "КОМПАНИЯ ВТС"	57 904,62	Нет	Не оплачен	Не оплачен	Не получен	31.05.2023	22129	179	XTREME1-T/15Hp Шкаф управления для 1 трехфазного насоса до 15 HP (до 11 кВт) IP 55	2,000	шт	24 126,93	48 253,85	20%	9 650,77	57 904,62	
31.05.2023 16:26:44	0000-000390	Пластик-Север ООО	6 537,00	Нет	Не оплачен	Не оплачен	Не получен	31.05.2023	8290	160	Тройник ПВХ 160x160x90° под клей, Hidroten, Испания 1001035	1,000	шт	2 810,00	2 810,00	20%	562,00	3 372	
31.05.2023 16:26:44	0000-000390	Пластик-Север ООО	6 537,00	Нет	Не оплачен	Не оплачен	Не получен	31.05.2023	8290	160	Угольник ПВХ 160x90° под клей, Hidroten, Испания 1001011	1,000	шт	2 637,50	2 637,50	20%	527,50	3 165	
31.05.2023 16:26:45	0000-000391	ООО "ФОРТЕТРАНС"	7 000,00	Нет	Не оплачен	Не оплачен	Не получен	31.05.2023	1332	169	Аренда 20фут контейнера № ZIMU1190748 с 01.06.2023 по 30.06.2023	1,000	шт	5 833,33	5 833,33	20%	1 166,67	7 000	
31.05.2023 16:26:46	0000-000392	ООО "ФОРТЕТРАНС"	7 000,00	Нет	Не оплачен	Не оплачен	Не получен	31.05.2023	1333	168	Аренда 20фут контейнера № HDMU2602890 с 01.06.2023 по 30.06.2023	1,000	шт	5 833,33	5 833,33	20%	1 166,67	7 000	
31.05.2023 16:26:47	0000-000393	ООО "ВЕСТПЕРЕЕЗД"	13 500,00	Нет	Не оплачен	Не оплачен	Не получен	31.05.2023	182	174,178	Аренда контейнера 20 фут. за июнь 2023г.	1,000		11 250,00	11 250,00	20%	2 250,00	13 500	
31.05.2023 16:26:48	0000-000403	ООО "НОВАТЕХ"	53 132,00	Нет	Не оплачен	Не оплачен	Не получен	31.05.2023	731	226	Насос Pedrollo VX 10/ 35 - N	1,000	шт	22 416,67	22 416,67	20%	4 483,33	26 900	
31.05.2023 16:26:48	0000-000403	ООО "НОВАТЕХ"	53 132,00	Нет	Не оплачен	Не оплачен	Не получен	31.05.2023	731	226	Насос Pedrollo VX m 10 / 35 - N	1,000	шт	21 860,00	21 860,00	20%	4 372,00	26 232	
01.06.2023 18:28:44	0000-000394	АО "ТЕЛЕОФИС"	5 760,00	Нет	Не оплачен	Не оплачен	Не получен	01.06.2023	4360	181,217,218,219,174,178	Антенна 4G TELEOFIS RC42 SMA, кронштейн	4,000	шт	1 200,00	4 800,00	20%	960,00	5 760	
01.06.2023 18:30:12	0000-000395	Деловые Линии ООО	1 000,00	Нет	Не оплачен	Не оплачен	Не получен	01.06.2023	23-02541031084	168,169,170,171	Информирование о статусе и местонахождении груза	1,000	шт	12,50	12,50	20%	2,50	15	
01.06.2023 18:30:12	0000-000395	Деловые Линии ООО	1 000,00	Нет	Не оплачен	Не оплачен	Не получен	01.06.2023	23-02541031084	168,169,170,171	Страхование груза и срока	1,000	шт	55,00	55,00	0%		55	
01.06.2023 18:30:12	0000-000395	Деловые Линии ООО	1 000,00	Нет	Не оплачен	Не оплачен	Не получен	01.06.2023	23-02541031084	168,169,170,171	Услуга по организации доставки (экспедированию) груза из г. Клин в г. Москва (мест: 1; 1 кг; 0,1 м3)	1,000	шт	425,00	425,00	20%	85,00	510	
01.06.2023 18:30:12	0000-000395	Деловые Линии ООО	1 000,00	Нет	Не оплачен	Не оплачен	Не получен	01.06.2023	23-02541031084	168,169,170,171	Услуга по организации доставки (экспедированию) груза по г. Москва	1,000	шт	350,00	350,00	20%	70,00	420	
01.06.2023 18:30:13	0000-000416	ООО "ТД ИПИС"	3 200,00	Нет	Не оплачен	Не оплачен	Не получен	01.06.2023	ЦБ-4804	43	Диагностика и ремонт преобразователя частоты	2,000	шт	1 333,34	2 666,67	20%	533,33	3 200	
02.06.2023 12:33:24	0000-000396	ООО "ГСР"	7 380,00	Нет	Не оплачен	Не оплачен	Не получен	02.06.2023	60204	169	Отвод корсис 45 гр DN/ID 0200	2,000	шт	3 075,00	6 150,00	20%	1 230,00	7 380	
02.06.2023 12:33:24	0000-000397	ООО "САНТЕХКОМПЛЕКТ"	42 472,20	Нет	Не оплачен	Не оплачен	Не получен	02.06.2023	15069685/SA	179	Заглушка ПВХ сер фл Дн110 Aquaviva FLD1100	3,000	шт	461,20	1 383,60	20%	276,72	1 660,32	
02.06.2023 12:33:24	0000-000397	ООО "САНТЕХКОМПЛЕКТ"	42 472,20	Нет	Не оплачен	Не оплачен	Не получен	02.06.2023	15069685/SA	179	Клей для труб ПВХ 946мл Bailey L-6023	6,000	шт	901,90	5 411,40	20%	1 082,28	6 493,68	
02.06.2023 12:33:24	0000-000397	ООО "САНТЕХКОМПЛЕКТ"	42 472,20	Нет	Не оплачен	Не оплачен	Не получен	02.06.2023	15069685/SA	179	Отвод ПВХ нап сер Дн110х90гр Ру16 п/клей Aquaviva ELW11090	5,000	шт	595,60	2 978,00	20%	595,60	3 573,6	
02.06.2023 12:33:24	0000-000397	ООО "САНТЕХКОМПЛЕКТ"	42 472,20	Нет	Не оплачен	Не оплачен	Не получен	02.06.2023	15069685/SA	179	Очиститель д/ПЭ/ПВХ 946мл Bailey Р-1050	5,000	шт	771,80	3 859,00	20%	771,80	4 630,8	
02.06.2023 12:33:24	0000-000397	ООО "САНТЕХКОМПЛЕКТ"	42 472,20	Нет	Не оплачен	Не оплачен	Не получен	02.06.2023	15069685/SA	179	Труба НПВХ нап сер растр Дн11 0x6,6 Ру16 SDR17 Зм п/клей Aquaviva AQV311066R	8,000	шт	2 443,60	19 548,80	20%	3 909,76	23 458,56	
02.06.2023 12:33:24	0000-000397	ООО "САНТЕХКОМПЛЕКТ"	42 472,20	Нет	Не оплачен	Не оплачен	Не получен	02.06.2023	15069685/SA	179	Фланец ПВХ нап сер Ду 100 Ру16 (110) п/клей Aquaviva FLC1100	7,000	шт	316,10	2 212,70	20%	442,54	2 655,24	
02.06.2023 12:33:25	0000-000398	Пластик-Север ООО	1 540,00	Нет	Не оплачен	Не оплачен	Не получен	02.06.2023	8405	179	Отвод электросварной 110x90°, ПЭ100 SDR11, BORFIT, Турция 2 04 03 16 0110-000	1,000	шт	1 283,33	1 283,33	20%	256,67	1 540	
02.06.2023 14:41:19	0000-000399	Кузнецова Ольга Сергеевна	47 935,00	Нет	Не оплачен	Не оплачен	Не получен	02.06.2023	3782511	174,178	ТРАНСПОРТНЫЕ УСЛУГИ	1,000		47 935,00	47 935,00	Без НДС		47 935	
02.06.2023 16:41:53	0000-000400	ООО "КЕХ ЕКОММЕРЦ"	3 627,00	Нет	Не оплачен	Не оплачен	Не получен	02.06.2023	02-1050528567	225	Внесение аванса в личный кабинет 193071631 по счёту № 02-1050528567 от 02.06.2023	1,000	шт	3 022,50	3 022,50	20%	604,50	3 627	
02.06.2023 18:22:21	0000-000401	ООО "АРСЕНАЛ"	11 700,00	Нет	Не оплачен	Не оплачен	Не получен	02.06.2023	145	181,217,218,219,174,178	Щит с монтажной панелью ЩМП-02 (250*300*155) IP54	6,000	шт	1 000,00	6 000,00	20%	1 200,00	7 200	
02.06.2023 18:22:21	0000-000401	ООО "АРСЕНАЛ"	11 700,00	Нет	Не оплачен	Не оплачен	Не получен	02.06.2023	145	181,217,218,219,174,178	Щит с монтажной панелью ЩМП-09 (800*600*250) IP54	1,000	шт	3 750,00	3 750,00	20%	750,00	4 500	
05.06.2023 18:26:13	0000-000402	ЛЕРУА МЕРЛЕН ВОСТОК ООО	30 000,00	Нет	Не оплачен	Не оплачен	Не получен	05.06.2023	55	216,217,218,219	Оплата по договору клиентского счета № 000- 099772	1,000	шт	25 000,00	25 000,00	20%	5 000,00	30 000	
06.06.2023 12:00:00	0000-000404	Деловые Линии ООО	5 795,00	Нет	Не оплачен	Не оплачен	Не получен	06.06.2023	23-00521038327	181	Информирование о статусе и местонахождении груза	1,000	шт	12,50	12,50	20%	2,50	15	
06.06.2023 12:00:00	0000-000404	Деловые Линии ООО	5 795,00	Нет	Не оплачен	Не оплачен	Не получен	06.06.2023	23-00521038327	181	Страхование груза и срока	1,000	шт	477,00	477,00	Без НДС		477	
06.06.2023 12:00:00	0000-000404	Деловые Линии ООО	5 795,00	Нет	Не оплачен	Не оплачен	Не получен	06.06.2023	23-00521038327	181	Услуга по организации доставки (экспедированию) груза из г. Ульяновск в г. Москва (мест: 1; 202 кг;	1,000	шт	3 094,17	3 094,17	20%	618,83	3 713	
06.06.2023 12:00:00	0000-000404	Деловые Линии ООО	5 795,00	Нет	Не оплачен	Не оплачен	Не получен	06.06.2023	23-00521038327	181	Услуга по организации доставки (экспедированию) груза по г. Москва	1,000	шт	1 325,00	1 325,00	20%	265,00	1 590	
06.06.2023 12:00:01	0000-000417	ИП Дубинин Игорь Владимирович	22 770,00	Нет	Не оплачен	Не оплачен	Не получен	06.06.2023	ЦБ-1664	1	Преобразователь частоты Z222T4NK-150%; 2,2kW; 380V	2,000	шт	9 487,50	18 975,00	20%	3 795,00	22 770	
07.06.2023 13:09:16	0000-000406	ООО "ВЕСТПЕРЕЕЗД"	19 500,00	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	185	164,174	Перемещение контейнера 20 фут. на другую площадку.	1,000		16 250,00	16 250,00	20%	3 250,00	19 500	
07.06.2023 13:09:16	0000-000407	ООО "ПРОПИТАЙ"	2 720,00	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	п-0582	169	Ровинговая стеклоткань ТР-0,3 (5 м.пог.)	4,000	шт	566,67	2 266,67	20%	453,33	2 720	
07.06.2023 13:09:17	0000-000408	ЭКС ООО	14 462,68	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	Р23-16882	169	Бирка кабельная У-134 (квадрат 55x55 мм) | UZMA-BIK-Y134-S | IEK	300,000	шт	1,80	540,00	20%	108,00	648	
07.06.2023 13:09:17	0000-000408	ЭКС ООО	14 462,68	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	Р23-16882	169	Бирка кабельная У-136 (треугольник 55x55x55 мм) | UZMA-BIK-Y136-T | IEK	300,000	шт	1,59	477,50	20%	95,50	573	
07.06.2023 13:09:17	0000-000408	ЭКС ООО	14 462,68	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	Р23-16882	169	Гильза медная ГМЛ 1.5-1.8 (опрес.) луженая КВТ 62001	200,000	шт	6,37	1 273,33	20%	254,67	1 528	
07.06.2023 13:09:17	0000-000408	ЭКС ООО	14 462,68	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	Р23-16882	169	Гильза медная ГМЛ(о) 1.5/2.5 с технология, отверстием КВТ 68091	200,000	шт	3,65	730,00	20%	146,00	876	
07.06.2023 13:09:17	0000-000408	ЭКС ООО	14 462,68	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	Р23-16882	169	Труба гибкая гофрированная ПНД 20мм с протяжкой (25м) черный | CTG20-20-K02-025-1 | IEK	50,000	м	15,96	797,92	20%	159,58	957,5	
07.06.2023 13:09:17	0000-000408	ЭКС ООО	14 462,68	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	Р23-16882	169	Труба гофрированная ПНД безгалогенная (НЕ) черная с/з д20 (100м/4800м уп/пал) | PR. 022051 | Строите	100,000	м	9,91	990,83	20%	198,17	1 189	
07.06.2023 13:09:17	0000-000408	ЭКС ООО	14 462,68	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	Р23-16882	169	Труба гофрированная ПНД Строительная безгалогенная (НЕ) с/з д16 (100м)	100,000	м	8,15	815,00	20%	163,00	978	
07.06.2023 13:09:17	0000-000408	ЭКС ООО	14 462,68	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	Р23-16882	169	Трубка термоусадочная 12.0/3.0 с клеем (4:1) 1м черн. Rexant 23-1206	8,000	шт	86,15	689,20	20%	137,84	827,04	
07.06.2023 13:09:17	0000-000408	ЭКС ООО	14 462,68	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	Р23-16882	169	Трубка термоусадочная 18.0/6.0 1м с клеев, подсл. черн. REXANT 21-9008	6,000	шт	134,44	806,65	20%	161,33	967,98	
07.06.2023 13:09:17	0000-000408	ЭКС ООО	14 462,68	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	Р23-16882	169	Трубка термоусадочная клеевая ТТК-(4:1)-6/1.5 черн. 1м КВТ 59673	40,000	шт	38,35	1 534,00	20%	306,80	1 840,8	
07.06.2023 13:09:17	0000-000408	ЭКС ООО	14 462,68	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	Р23-16882	169	Трубка термоусадочная тонкостей. 4.8/1.6 с клеем (3:1) 1м черн. Rexant 20-4808	4,000	шт	30,95	123,80	20%	24,76	148,56	
07.06.2023 13:09:17	0000-000408	ЭКС ООО	14 462,68	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	Р23-16882	169	Трубка термоусаживаемая ТТК-(4:1 )-8/2 | 59674 | КВТ	40,000	м	54,74	2 189,67	20%	437,93	2 627,6	
07.06.2023 13:09:17	0000-000408	ЭКС ООО	14 462,68	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	Р23-16882	169	Трубка термоусаживаемая ТТК(4:1)-4/1 | 59672 | КВТ	40,000	м	27,11	1 084,33	20%	216,87	1 301,2	
07.06.2023 13:09:18	0000-000410	Пластик-Север ООО	4 720,00	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	8737	169	Муфта электросварная 63, ПЭ100 SDR1 1, BORFIT, Турция 2 04 01 16 0063-000	5,000	шт	273,33	1 366,67	20%	273,33	1 640	
07.06.2023 13:09:18	0000-000410	Пластик-Север ООО	4 720,00	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	8737	169	Отвод электросварной 110x45°, ПЭ100 SDR11, BORFIT, Турция 2 04 02 16 0110-000	1,000	шт	1 283,33	1 283,33	20%	256,67	1 540	
07.06.2023 13:09:18	0000-000410	Пластик-Север ООО	4 720,00	Нет	Не оплачен	Не оплачен	Не получен	07.06.2023	8737	169	Отвод электросварной 110x90°, ПЭ100 SDR11, BORFIT, Турция 2 04 03 16 0110-000	1,000	шт	1 283,33	1 283,33	20%	256,67	1 540	
08.06.2023 11:53:25	0000-000409	Металл-ДК ООО	10 680,00	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	МД000015113	174,178	Лист 4x1500x6000 г/к	0,900	м2	2 250,00	2 025,00	20%	405,00	2 430	
08.06.2023 11:53:25	0000-000409	Металл-ДК ООО	10 680,00	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	МД000015113	174,178	Резка (диском) 3-5мм.	1,500	м	125,00	187,50	20%	37,50	225	
08.06.2023 11:53:25	0000-000409	Металл-ДК ООО	10 680,00	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	МД000015113	174,178	Труба профильная 50x50x3 ТУ	8,000	м	250,00	2 000,00	20%	400,00	2 400	
08.06.2023 11:53:25	0000-000409	Металл-ДК ООО	10 680,00	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	МД000015113	174,178	Труба профильная 60x60x3 ТУ	15,000	м	312,50	4 687,50	20%	937,50	5 625	
08.06.2023 12:19:44	0000-000411	ИП Коробкова Анна Андреевна	22 800,00	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	167	169	ТРАНСПОРТНЫЕ УСЛУГИ	1,000		22 800,00	22 800,00	Без НДС		22 800	
08.06.2023 12:19:44	0000-000412	Пластик-Север ООО	6 537,00	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	8833	160	Кран шаровой ПВХ 63 под клей, Hidroten, Испания 1011079	3,000	шт	1 565,83	4 697,50	20%	939,50	5 637	
08.06.2023 12:19:44	0000-000412	Пластик-Север ООО	6 537,00	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	8833	160	Муфта ПВХ 63 под клей, Hidroten, Испания 1001041	6,000	шт	125,00	750,00	20%	150,00	900	
08.06.2023 16:43:42	0000-000413	ООО "АЛЬФА АРС МЕТИЗЫ"	36 390,59	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	7875	169,181,217,218,219,174,178	Болт DIN 933 6х 40 цинк кор. 5 кг Крепыши	5,000	кг	127,02	635,08	20%	127,02	762,1	
08.06.2023 16:43:42	0000-000413	ООО "АЛЬФА АРС МЕТИЗЫ"	36 390,59	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	7875	169,181,217,218,219,174,178	Болт DIN 933 6х 80 цинк кор. 5 кг Крепыши	5,000	кг	124,94	624,71	20%	124,94	749,65	
08.06.2023 16:43:42	0000-000413	ООО "АЛЬФА АРС МЕТИЗЫ"	36 390,59	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	7875	169,181,217,218,219,174,178	Болт DIN 933 8х 80 цинк кор. 5 кг Крепыши	5,000	кг	124,94	624,71	20%	124,94	749,65	
08.06.2023 16:43:42	0000-000413	ООО "АЛЬФА АРС МЕТИЗЫ"	36 390,59	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	7875	169,181,217,218,219,174,178	Винт потай с метр.резьбой DIN965 4x16 (300шт.) оц. р.	300,000	шт	0,35	105,00	20%	21,00	126	
08.06.2023 16:43:42	0000-000413	ООО "АЛЬФА АРС МЕТИЗЫ"	36 390,59	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	7875	169,181,217,218,219,174,178	Винт потай с метр.резьбой DIN965 4x25 (300шт.) оц. р.	300,000	шт	0,48	142,50	20%	28,50	171	
08.06.2023 16:43:42	0000-000413	ООО "АЛЬФА АРС МЕТИЗЫ"	36 390,59	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	7875	169,181,217,218,219,174,178	Винт потай с метр.резьбой DIN965 4x50 (100шт.) оц. р.	100,000	шт	1,09	109,17	20%	21,83	131	
08.06.2023 16:43:42	0000-000413	ООО "АЛЬФА АРС МЕТИЗЫ"	36 390,59	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	7875	169,181,217,218,219,174,178	Винт потай с метр.резьбой DIN965 5х 16 (300шт.) оц. р.	300,000	шт	0,53	157,50	20%	31,50	189	
08.06.2023 16:43:42	0000-000413	ООО "АЛЬФА АРС МЕТИЗЫ"	36 390,59	Нет	Не оплачен	Не оплачен	Не получен	08.06.2023	7875	169,181,217,218,219,174,178	Винт потай с метр.резьбой DIN965 5х 25 (250шт.) оц. р.	250,000	шт	0,73	183,33	20%	36,67	220	
